Tue Apr 19 14:29:00 2016    prof

         750002 function calls (710226 primitive calls) in 1.671 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        3    0.000    0.000    0.000    0.000 manifest.py:151(_check_exports)
        1    0.000    0.000    0.000    0.000 transforms.py:206(BboxBase)
        1    0.000    0.000    0.000    0.000 common.py:1(<module>)
        1    0.000    0.000    0.000    0.000 bezier.py:158(BezierSegment)
      6/1    0.000    0.000    0.000    0.000 model.py:106(get_view_dependencies)
        1    0.000    0.000    0.000    0.000 py3k.py:4(<module>)
       52    0.000    0.000    0.000    0.000 {iter}
        8    0.000    0.000    0.000    0.000 {method 'update' of '_hashlib.HASH' objects}
        1    0.000    0.000    0.000    0.000 release_repository_specification.py:34(<module>)
       76    0.000    0.000    0.000    0.000 {numpy.core.umath.geterrobj}
        1    0.000    0.000    0.000    0.000 collections.py:677(BrokenBarHCollection)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:7(<module>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2257(setResultsName)
        1    0.000    0.000    0.000    0.000 cache.py:34(<module>)
       57    0.000    0.000    0.000    0.000 utils.py:108(__init__)
        1    0.000    0.000    0.000    0.000 source_repository_specification.py:34(<module>)
       53    0.000    0.000    0.000    0.000 package.py:318(__str__)
       31    0.000    0.000    0.000    0.000 _inspect.py:37(iscode)
        1    0.000    0.000    0.000    0.000 release_build_file.py:35(<module>)
       50    0.000    0.000    0.000    0.000 UserDict.py:70(__contains__)
        8    0.000    0.000    0.000    0.000 {method 'hexdigest' of '_hashlib.HASH' objects}
        2    0.000    0.000    0.000    0.000 os_detect.py:192(is_os)
       11    0.000    0.000    0.000    0.000 core.py:34(rd_debug)
        7    0.000    0.000    0.000    0.000 legend_handler.py:128(__init__)
        6    0.000    0.000    0.000    0.000 ElementPath.py:73(xpath_tokenizer)
        1    0.000    0.000    0.000    0.000 pickle.py:827(Unpickler)
        1    0.000    0.000    0.000    0.000 nosetester.py:109(NoseTester)
        2    0.000    0.000    0.000    0.000 __init__.py:49(normalize_encoding)
        1    0.000    0.000    0.000    0.000 mathtext.py:1026(StandardPsFonts)
        1    0.000    0.000    0.000    0.000 Image.py:475(Image)
        1    0.000    0.000    0.000    0.000 topics.py:1040(__init__)
       17    0.000    0.000    0.000    0.000 _weakrefset.py:20(__enter__)
        4    0.000    0.000    0.000    0.000 {method 'write' of 'file' objects}
        1    0.000    0.000    0.000    0.000 environment.py:35(<module>)
        2    0.000    0.000    0.000    0.000 {function seed at 0x1db2aa0}
       53    0.000    0.000    0.000    0.000 __init__.py:18(<lambda>)
        6    0.000    0.000    0.000    0.000 hashlib.py:94(__get_openssl_constructor)
        1    0.000    0.000    0.000    0.000 common.py:4(<module>)
        1    0.000    0.000    0.000    0.000 calendar.py:47(_localized_month)
        1    0.000    0.000    0.000    0.000 xmlrpclib.py:612(dumps)
        1    0.000    0.000    0.000    0.000 new.py:5(<module>)
        1    0.000    0.000    0.000    0.000 patches.py:639(RegularPolygon)
        1    0.000    0.000    0.000    0.000 __init__.py:654(__init__)
        1    0.000    0.000    0.000    0.000 patches.py:1231(Arc)
        1    0.000    0.000    0.000    0.000 rosenv.py:33(<module>)
        2    0.000    0.000    0.000    0.000 socket.py:276(close)
        1    0.000    0.000    0.000    0.000 numerictypes.py:382(_set_up_aliases)
        1    0.000    0.000    0.000    0.000 {posix.waitpid}
      136    0.000    0.000    0.000    0.000 {cmp}
        3    0.000    0.000    0.000    0.000 legend_handler.py:293(__init__)
        1    0.000    0.000    0.000    0.000 axes.py:8518(subplot_class_factory)
        3    0.000    0.000    0.000    0.000 weakref.py:47(__init__)
       24    0.000    0.000    0.000    0.000 constructor.py:149(add_constructor)
        1    0.000    0.000    0.000    0.000 xmlrpclib.py:1398(send_request)
        1    0.000    0.000    0.000    0.000 release_build.py:35(<module>)
        1    0.000    0.000    0.000    0.000 case.py:132(TestCase)
       49    0.000    0.000    0.000    0.000 manifest.py:287(__init__)
        2    0.000    0.000    0.000    0.000 pyparsing.py:2060(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:465(get_build_platform)
        3    0.000    0.000    0.000    0.000 locale.py:524(setlocale)
      105    0.000    0.000    0.000    0.000 {unichr}
       52    0.000    0.000    0.000    0.000 inspect.py:209(iscode)
       52    0.000    0.000    0.000    0.000 inspect.py:142(isfunction)
        1    0.000    0.000    0.000    0.000 __future__.py:48(<module>)
       23    0.000    0.000    0.000    0.000 precision.py:31(_lookup)
        1    0.000    0.000    0.000    0.000 numeric.py:1830(identity)
       68    0.000    0.000    0.000    0.000 pyparsing.py:1351(streamline)
      103    0.000    0.000    0.000    0.000 posixpath.py:43(normcase)
       27    0.000    0.000    0.000    0.000 UserDict.py:18(__getitem__)
        4    0.000    0.000    0.000    0.000 sources_list.py:650(get_source)
        2    0.000    0.000    0.000    0.000 pyparsing.py:2754(parseImpl)
        1    0.000    0.000    0.000    0.000 artist.py:66(Artist)
      164    0.000    0.000    0.000    0.000 {method 'start' of '_sre.SRE_Match' objects}
        1    0.000    0.000    0.000    0.000 trivial.py:1(<module>)
        7    0.000    0.000    0.000    0.000 {sorted}
       30    0.000    0.000    0.000    0.000 pyparsing.py:347(__bool__)
        1    0.000    0.000    0.000    0.000 validators.py:35(<module>)
        3    0.000    0.000    0.000    0.000 nosetester.py:82(_docmethod)
        2    0.000    0.000    0.000    0.000 subprocess.py:1347(close_unregister_and_remove)
        3    0.000    0.000    0.000    0.000 manifest.py:331(get_export)
       40    0.000    0.000    0.000    0.000 {sys._getframe}
       65    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
        1    0.000    0.000    0.000    0.000 xmlrpclib.py:1329(getparser)
        4    0.000    0.000    0.000    0.000 __init__.py:235(_declare_state)
        1    0.000    0.000    0.000    0.000 representer.py:139(SafeRepresenter)
        9    0.000    0.000    0.000    0.000 core.py:2430(getdoc)
        1    0.000    0.000    0.000    0.000 threading.py:423(Thread)
        1    0.000    0.000    0.000    0.000 patches.py:996(YAArrow)
        1    0.000    0.000    0.000    0.000 paramserver.py:33(<module>)
       25    0.000    0.000    0.000    0.000 __init__.py:263(ge)
        5    0.000    0.000    0.000    0.000 environment.py:105(get_ros_package_path)
        4    0.000    0.000    0.000    0.000 sources_list.py:639(get_view_dependencies)
       24    0.000    0.000    0.000    0.000 representer.py:74(add_representer)
       47    0.000    0.000    0.000    0.000 docstring.py:74(__init__)
      160    0.000    0.000    0.000    0.000 {method 'pop' of 'list' objects}
        3    0.000    0.000    0.000    0.000 {_locale.setlocale}
        1    0.000    0.000    0.000    0.000 xmlrpclib.py:1009(getparser)
       21    0.000    0.000    0.000    0.000 _weakrefset.py:68(__contains__)
        1    0.000    0.000    0.000    0.000 patches.py:912(FancyArrow)
        1    0.000    0.000    0.000    0.000 patches.py:1190(Circle)
        2    0.000    0.000    0.000    0.000 pyparsing.py:1418(__init__)
        2    0.000    0.000    0.000    0.000 pyparsing.py:2104(__init__)
        1    0.000    0.000    0.000    0.000 pprint.py:35(<module>)
        1    0.000    0.000    0.000    0.000 socket.py:185(__init__)
        4    0.000    0.000    0.000    0.000 pyparsing.py:308(__setitem__)
        9    0.000    0.000    0.000    0.000 pyexpat.c:683(XmlDecl)
       22    0.000    0.000    0.000    0.000 pyparsing.py:299(__getitem__)
        1    0.000    0.000    0.000    0.000 httplib.py:828(putrequest)
        1    0.000    0.000    0.000    0.000 triplot.py:1(<module>)
        1    0.000    0.000    0.000    0.000 patches.py:744(Polygon)
        1    0.000    0.000    0.000    0.000 catkin_packages.py:1(<module>)
        2    0.000    0.000    0.000    0.000 __init__.py:527(_get_data_path_cached)
        1    0.000    0.000    0.000    0.000 lookup.py:250(RosdepLookup)
        1    0.000    0.000    0.000    0.000 ascii.py:41(getregentry)
       71    0.000    0.000    0.000    0.000 docstring.py:88(copy)
        1    0.000    0.000    0.000    0.000 specifiers.py:31(BaseSpecifier)
        1    0.000    0.000    0.000    0.000 patches.py:1125(Ellipse)
       70    0.000    0.000    0.000    0.000 docstring.py:105(copy_dedent)
        5    0.000    0.000    0.000    0.000 cbook.py:1132(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2439(__str__)
        1    0.000    0.000    0.000    0.000 rrule.py:893(_rrulestr)
        1    0.000    0.000    0.000    0.000 StringIO.py:30(<module>)
        9    0.000    0.000    0.000    0.000 {_hashlib.openssl_sha1}
        2    0.000    0.000    0.000    0.000 subprocess.py:1343(register_and_append)
        1    0.000    0.000    0.000    0.000 defmatrix.py:195(matrix)
        1    0.000    0.000    0.000    0.000 backend_bases.py:116(RendererBase)
        1    0.000    0.000    0.000    0.000 numbers.py:34(Complex)
        3    0.000    0.000    0.000    0.000 legend_handler.py:179(__init__)
        1    0.000    0.000    0.000    0.000 axis.py:1526(XAxis)
        1    0.000    0.000    0.000    0.000 tarfile.py:1475(TarFile)
        1    0.000    0.000    0.000    0.000 windowing.py:8(<module>)
        1    0.000    0.000    0.000    0.000 pickle.py:171(Pickler)
        1    0.000    0.000    0.000    0.000 tarfile.py:912(TarInfo)
        1    0.000    0.000    0.000    0.000 legend_handler.py:509(__init__)
        1    0.000    0.000    0.000    0.000 patches.py:436(Shadow)
        2    0.000    0.000    0.000    0.000 npyio.py:564(_getconv)
        1    0.000    0.000    0.000    0.000 twodim_base.py:3(<module>)
        1    0.000    0.000    0.000    0.000 backend_bases.py:647(GraphicsContextBase)
       24    0.000    0.000    0.000    0.000 {method 'acquire' of 'thread.lock' objects}
       33    0.000    0.000    0.000    0.000 cm.py:23(_reverser)
        1    0.000    0.000    0.000    0.000 Tkinter.py:3240(PhotoImage)
        9    0.000    0.000    0.000    0.000 manifest.py:346(_get_text)
        7    0.000    0.000    0.000    0.000 {posix.getcwd}
        1    0.000    0.000    0.000    0.000 patches.py:717(PathPatch)
       12    0.000    0.000    0.000    0.000 xmlrpclib.py:807(start)
        1    0.000    0.000    0.000    0.000 mathtext.py:681(BakomaFonts)
        2    0.000    0.000    0.000    0.000 codecs.py:77(__new__)
       13    0.000    0.000    0.000    0.000 threading.py:57(__init__)
        1    0.000    0.000    0.000    0.000 quiver.py:366(Quiver)
        4    0.000    0.000    0.000    0.000 {posix.close}
        1    0.000    0.000    0.000    0.000 axis.py:22(Tick)
        1    0.000    0.000    0.000    0.000 tripcolor.py:1(<module>)
        1    0.000    0.000    0.000    0.000 textpath.py:25(__init__)
        1    0.000    0.000    0.000    0.000 sysconfig.py:579(get_platform)
        1    0.000    0.000    0.000    0.000 {method 'sendall' of '_socket.socket' objects}
        1    0.000    0.000    0.000    0.000 _iotools.py:451(StringConverter)
        1    0.000    0.000    0.000    0.000 patches.py:1097(CirclePolygon)
        4    0.000    0.000    0.000    0.000 tempfile.py:212(_get_candidate_names)
        2    0.000    0.000    0.000    0.000 xmlrpclib.py:639(__dump)
        1    0.000    0.000    0.000    0.000 hex_codec.py:70(getregentry)
        1    0.000    0.000    0.000    0.000 handler.py:10(<module>)
        1    0.000    0.000    0.000    0.000 compat.py:106(Unpickler)
        1    0.000    0.000    0.000    0.000 threading.py:384(set)
        1    0.000    0.000    0.000    0.000 __init__.py:486(_get_data_path)
        1    0.000    0.000    0.000    0.000 backend_tkagg.py:126(FigureCanvasTkAgg)
        1    0.000    0.000    0.000    0.000 <string>:1(SplitResult)
        1    0.000    0.000    0.000    0.000 patches.py:813(Wedge)
       10    0.000    0.000    0.000    0.000 functools.py:39(wraps)
        1    0.000    0.000    0.000    0.000 transforms.py:1321(__init__)
        2    0.000    0.000    0.000    0.000 __config__.py:3(<module>)
        1    0.000    0.000    0.000    0.000 construct.py:2(<module>)
        1    0.000    0.000    0.000    0.000 <string>:1(Attribute)
        1    0.000    0.000    0.000    0.000 <string>:1(ParseResult)
        1    0.000    0.000    0.000    0.000 quiver.py:792(Barbs)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:7(<module>)
        6    0.000    0.000    0.000    0.000 pyparsing.py:1376(getException)
        1    0.000    0.000    0.000    0.000 {method 'findall' of '_sre.SRE_Pattern' objects}
       12    0.000    0.000    0.000    0.000 masterslave.py:110(check_validates)
        1    0.000    0.000    0.000    0.000 emitter.py:31(Emitter)
        2    0.000    0.000    0.000    0.000 {posix.uname}
        1    0.000    0.000    0.000    0.000 decimal.py:3757(Context)
        1    0.000    0.000    0.000    0.000 xmlbuilder.py:44(DOMBuilder)
        2    0.000    0.000    0.000    0.000 xmlrpclib.py:693(dump_string)
       12    0.000    0.000    0.000    0.000 {method 'get' of 'dictproxy' objects}
        1    0.000    0.000    0.000    0.000 minidom.py:1476(Document)
        1    0.000    0.000    0.000    0.000 collections.py:25(OrderedDict)
        1    0.000    0.000    0.000    0.000 Tkinter.py:2105(Canvas)
       70    0.000    0.000    0.000    0.000 pyparsing.py:888(postParse)
       19    0.000    0.000    0.000    0.000 tokenize.py:44(group)
        3    0.000    0.000    0.000    0.000 {posix.pipe}
       10    0.000    0.000    0.000    0.000 legend_handler.py:55(__init__)
       21    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
        1    0.000    0.000    0.000    0.000 aptdistro.py:1(<module>)
        6    0.000    0.000    0.000    0.000 model.py:46(__init__)
        4    0.000    0.000    0.000    0.000 rfc822.py:197(isheader)
        5    0.000    0.000    0.000    0.000 scale.py:418(get_scale_names)
        1    0.000    0.000    0.000    0.000 patches.py:44(Patch)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2353(NavigationToolbar2)
        1    0.000    0.000    0.000    0.000 decoder.py:304(__init__)
        1    0.000    0.000    0.000    0.000 xmlrpclib.py:591(Marshaller)
        1    0.000    0.000    0.000    0.000 names.py:65(get_ros_namespace)
